Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25754057,Dịch Hạch,Albert Camus,"Camus, Albert",Nguyễn Trọng Định,"=""""","=""""",0,4.02,NXB Văn Học,Paperback,428,2002,1947,,2020/05/06,currently-reading,currently-reading (#6),currently-reading,,,,1,0
12107888,Hồ Quý Ly,Nguyễn Xuân Khánh,"Khánh, Nguyễn Xuân",,"=""""","=""""",0,4.31,nxb Phụ Nữ,Paperback,837,2006,2006,,2020/04/19,currently-reading,currently-reading (#5),currently-reading,,,,1,0
53133635,Cảnh đồi mờ xám,Kazuo Ishiguro,"Ishiguro, Kazuo",Lan Young,"=""6049847223""","=""9786049847226""",3,3.79,Nhã Nam & Nxb. Văn Học,Paperback,239,2019,1982,2019/12/22,2019/12/14,,,read,"Mình mua quyển này rồi mới biết hóa ra nó là A pale view of hills, mình có sẵn bản tiếng Anh trên Kindle nên đọc tiếng Anh trước. Dù đây là tác phẩm đầu tay của Kazuo Ishiguro (Nobel văn chương 2017), nhưng cũng giống như Mãi đừng xa tôi, tác giả có lối viết tạo cảm giác bồi hồi, hoài niệm ngay từ những dòng đầu tiên, khiến mình rất thích.<br/><br/>Cảnh đồi mờ xám là câu chuyện về hồi ức của Etsuko, một phụ nữ Nhật sống ở Anh, đã qua hai đời chồng và cả hai đều đã qua đời, đón nhận một tin dữ khác: con gái lớn Keiko treo cổ tự sát. Sau đám tang, Etsuko một mình trong ngôi nhà rộng nhưng vắng, và con gái út Niki đến ở với mẹ vài ngày để nguôi ngoai. Toàn bộ tác phẩm mỏng này là hồi tưởng của Etsuko về những ngày còn ở Nhật sau khi thế chiến thứ 2 vừa kết thúc, khi cô làm quen với mẹ con Sachiko và Mariko, và xen kẽ đó là những hội thoại giữa cô và cha của người chồng cũ.<br/><br/>Lẫn trong dòng hồi ức của Etsuko là rất nhiều đoạn hội thoại về quan điểm, giữa truyền thống Nhật Bản và một luồng tư tưởng, lối sống mới, “tây hóa” do sự xuất hiện của người Mỹ ở Nhật sau chiến tranh. Sachiko yêu một người đàn ông Mỹ, người hứa hẹn sẽ đưa mẹ con cô sang Hoa Kỳ để bắt đầu một cuộc sống mới. Sachiko muốn làm tất cả vì con gái, nên mong chờ đến ngày rời Nhật. Etsuko-khi-còn-ở-Nhật cho rằng đó là một ý tưởng tồi, vì sao phải bỏ quê hương bản quán, liệu rồi đứa trẻ sẽ ra sao? Nhưng Etsuko đâu có ngờ rằng sau này chính cô cũng sẽ bỏ tất cả để sang Anh theo người chồng mới. <br/><br/>Cũng vậy, mình lọc được rất nhiều câu về tư tưởng, trong cuộc chuyện trò giữa Etsuko và Sachiko, và giữa Etsuko và cha chồng - người đã dành cả đời giáo dục thế hệ trẻ theo truyền thống Nhật Bản nhưng nét văn hóa đang bị người Mỹ trên đất Nhật đe dọa. Quyển này không kịch tính, không cao trào, chỉ là miêng mang hồi tưởng, sách hết lúc nào không hay. Nếu không thích cái kiểu hoài niệm, không đầu đuôi rõ ràng này có thể sẽ thấy chán.<br/>",,,1,0
52804627,Cô Gái Trong Sương Mù,Donato Carrisi,"Carrisi, Donato",Hoàng Anh,"=""604566082X""","=""9786045660829""",3,3.95,NXB Phụ Nữ,Paperback,308,2019,2015,2019/09/12,2019/09/06,,,read,"Mình đã mua Kẻ nhắc tuồng và Người ru ngủ trước để bắt đầu làm quen với Donato Carrisi và lẽ ra phải đọc hai quyển đó trước, nhưng được NXB Phụ Nữ tặng Cô gái trong sương mù nên đọc luôn cho nóng.<br/><br/>Như mọi truyện trinh thám khác, ta có một vụ án, một nạn nhân, một viên thanh tra, kẻ bị tình nghi và thủ phạm thật sự - hai đối tượng này có thể là một, mà cũng có thể là hai người khác nhau.<br/><br/>Một cô bé mất tích và một thanh tra từng dính bê bối muốn nhân vụ này tìm lại ánh hào quang, cũng bằng chiêu bài quen thuộc của ông: tận dụng truyền thông và tâm lý đám đông mỗi khi có một vụ án xảy ra. Nghe có vẻ khá hấp dẫn, song phần đầu mọi thứ cứ bình bình, không đến nỗi chán nhưng cũng không đủ hấp dẫn để lật trang liên tục.<br/><br/>Công chúng quan tâm gì trước một vụ án gây xôn xao? Đầu tiên người ta có thể còn xót thương cho nạn nhân, nhưng khi bắt đầu xuất hiện tình tiết mới, cái người ta quan tâm chỉ là nghi phạm và những thuyết âm mưu, nạn nhân dần bị quên lãng. Nạn nhân là ai không quan trọng nữa, công chúng muốn biết hung thủ. Cảnh sát liệu có bị áp lực có án thì phải trình cho được hung thủ để vừa lòng công chúng?<br/><br/>Thanh tra Vogel đã có trong tay tất cả những gì ông cần - một đối tượng để ông “nắm đầu”, một nhà báo lo phần hậu thuẫn truyền thông. Nhưng có ai nhìn ra bản chất và âm mưu của Vogel, và mọi chuyện liệu có suôn sẻ như ông trù tính?<br/><br/>Ban đầu mình nghĩ tác giả chỉ mượn chuyện vụ án để bàn về tác động của truyền thông khi bị thao túng, cho đến khi bước ngoặt diễn ra, và yếu tố “sương mù” trong tựa sách được làm rõ. Động cơ của hung thủ thật sự và cách hắn dàn dựng toàn bộ âm mưu theo mình là khá bất ngờ, duy có cái sự thật cuối cùng theo mình là không thuyết phục.<br/><br/>Ta có thể đoán được hung thủ nhưng động cơ của hắn thì sao? Điều gì đủ sức để làm một người tự chủ động biến mình thành kẻ giết người? Cái cách hung thủ lập kế hoạch đến từng chi tiết và chờ thời cơ để thực thi, rồi ngắm nhìn nó diễn ra như đã dự tính làm mình nhớ đến câu chuyện trong Ác ý của Higashino Keigo, và cái kết lại làm mình nhớ đến Tên của trò chơi là bắt cóc.<br/><br/>Một động cơ bắt nguồn từ một mong muốn kỳ quái. Một cuộc chơi mà ai cũng tưởng mình đang giành phần thắng, nhưng một trong hai người đã lầm, vì người chiến thắng chỉ có một. Không xuất sắc, nhưng đáng suy ngẫm về câu chuyện truyền thông, công chúng và cánh cảnh sát trước mỗi vụ án chấn động mà tác giả đặt ra. 3.5*",,,1,0
52687784,Lịch sử của Trà,Laura C. Martin,"Martin, Laura C.",,"=""""","=""""",3,3.92,Huy Hoàng Books,Paperback,315,2019,2018,2020/03/29,2020/03/10,,,read,"Không biết mọi người có giống mình không, chứ mỗi lần ăn một món ngon hay độc đáo, mình hay tự hỏi, không biết ai là người đầu tiên nghĩ ra món đó, và vì sao mà họ biết thứ đó ăn được, hoặc nếu chế biến theo cách đó, kết hợp với các gia vị đó, thì sẽ ngon đến thế. <br/><br/>Lịch sử các món ăn nhiều ngàn năm tuổi luôn luôn đi kèm theo giai thoại, truyền thuyết, chẳng hạn bánh chưng bánh dày, và những câu chuyện như thế luôn khiến mình thích thú. Đó cũng là điều mình mong đợi khi đọc Lịch sử của trà: có thể mình sẽ không quan tâm đến lịch sử của nó, cách trà phát triển, các quốc gia có truyền thống thế nào với thức uống phổ biến này, mà là tìm kiếm các giai thoại, câu chuyện xung quanh nó.<br/><br/>Không nhớ mình đã đọc ở đâu, sự tích của cà phê là một người chăn dê Ethiopia nọ ngày kia thấy con vật của mình tỉnh như sáo không chịu ngủ, tìm hiểu thì mới phát hiện ra nó ăn phải loại quả màu đỏ nọ - chính là quả cà phê.  <br/><br/>Thế còn trà thì sao? Thì đây, sau chương 1 tổng quan về bụi trà và tách trà, cho ta biết trà oolong khác trà đen và hồng trà như thế nào, ở chương 2, “Lịch sử và truyền thuyết"", tác giả kể ta nghe về truyền thuyết phổ biến nhất về trà: rằng nó có từ khoảng 3000 năm trước công nguyên và liên quan đến Thần Nông - hoàng đế huyền thoại của Trung Quốc và được cho là người đầu tiên nếm thử trà.<br/><br/>Sự tích kể rằng Thần Nông dừng chân dưới gốc cây để nghỉ ngơi trong một hành trình dài, ông đun nước uống, và vô tình một chiếc lá rơi xuống chỗ nước sôi. “Chiếc lá làm cho nước đổi màu và Thần Nông đoán rằng có điều gì đó kỳ diệu xảy ra”. Phần còn lại là lịch sử: Thần Nông chờ nước nguội, uống thử, và thấy “tràn ngập một cảm giác bình yên và thư thái"". <br/><br/>Bạn không cần đọc một mạch hết quyển sách này, mà có thể xem nó như tài liệu tham khảo. Khi cần tra cứu vấn đề gì đó lại giở ra. Sách in đẹp, có nhiều ảnh màu và ngoài nội dung chính về lịch sử, truyền thuyết trà, trà ở Nhật, Trung, Hàn, Ấn Độ, Anh quốc và khắp thế giới, phần phụ lục vô cùng phong phú thông tin. ",,,1,0
18739262,Khải Hoàn Môn,Erich Maria Remarque,"Remarque, Erich Maria",Cao Xuân Hạo,"=""6045301854""","=""9786045301852""",4,4.43,Phương Nam Book & NXB Hội Nhà Văn,Paperback,694,2011,1945,2018/12/30,2018/12/09,,,read,,,,1,0
50493566,Tất cả vì N,Kanae Minato,"Minato, Kanae",Nga Pháp,"=""6045548272""","=""9786045548271""",0,3.55,NXB Hà Nội & Nhã Nam,Paperback,280,2020,2010,,2020/03/15,currently-reading,currently-reading (#4),currently-reading,,,,1,0
13617483,Ngầm,Haruki Murakami,"Murakami, Haruki",Trần Đĩnh,"=""6045369165""","=""9786045369166""",0,3.91,Nhã Nam & NXB VHSG,Paperback,564,2009,1997,,2020/03/15,currently-reading,currently-reading (#3),currently-reading,,,,1,0
52292854,Cô nàng cửa hàng tiện ích,Sayaka Murata,"Murata, Sayaka",An Vy,"=""6045537807""","=""9786045537800""",5,3.68,Nhã Nam & NXB Hội Nhà Văn,Paperback,144,2019,2016,2019/08/11,2019/06/29,,,read,"Học hành đỗ đạt, an cư lạc nghiệp, rồi thành gia lập thất có phải là lựa chọn duy nhất và nếu ai từ chối đi theo con đường này cần bị xem là lập dị, một dị vật sớm muộn cũng sẽ bị xã hội đào thải?<br/><br/>Những tiêu chuẩn như thế cũng tồn tại ở Nhật Bản và nếu dựa vào đó, Furukura Keiko của Cô nàng cửa hàng tiện ích sẽ là một người siêu bất thường: 36 tuổi, suốt 18 năm chỉ làm công việc duy nhất là nhân viên bán thời gian cửa hàng tiện lợi, không màn chuyện hẹn hò, hôn nhân, con cái.<br/><br/>Với Furukura, thật khó để làm một người bình thường theo mong đợi của người khác, tốt nhất là cố gắng sắm một vai nào đó và diễn cho tròn, đẹp lòng cả gia đình và xã hội. <br/><br/>Từ khi 18 tuổi, Furukura nhận ra cả đời mình sẽ mãi đóng vai ""nhân viên cửa hàng tiện ích"", nơi ""chỉ cần mặc đồng phục, hành xử theo đúng hướng dẫn"", sao chép cách nói năng, ăn mặc của đồng nghiệp là đã có thể là ""người bình thường"".<br/><br/>Tiểu thuyết chỉ dài 140 trang nên cách viết của nữ tác giả Murata Sayaka rất cô đọng, lúc hài hước giễu nhại, lúc lại mang tính tuyên ngôn, đặc biệt là bước ngoặt trong cốt truyện khi cho Furukura - sau 18 năm tạm không bị xã hội đào thải nhờ làm ""sinh vật mang tên nhân viên cửa hàng tiện ích"" - gặp Shiraha, ""người không bình thường"" khác. <br/><br/>Shiraha cho rằng thời hiện đại anh đang sống chỉ là phiên bản khác của thời ăn lông ở lỗ mà thôi: cũng mặc định đàn ông săn bắt, đàn bà hái lượm, ai không làm được thì bị bộ tộc tẩy chay, đào thải.<br/><br/>Cả Furukura và Shiraha đều mệt mỏi khi bị người ngoài ""xía"" vào đời tư, đòi hỏi họ phải có việc làm tốt, kết hôn, sinh con. Cả hai cũng ám ảnh rằng ""thế giới bình thường rất nguyên tắc, nó âm thầm loại bỏ dị vật. Người không ra gì sẽ bị đào thải"". <br/><br/>Câu chuyện được đưa đến cao trào khi Furukura và Shiraha phối hợp để cô thử ""làm người bình thường"" như bao người nhằm không bị chính họ loại trừ. Kết quả của cuộc ""thử nghiệm"", chốt lại bằng một ""tuyên ngôn cho việc làm người"" của Furukura, là cái kết đáng chờ đợi dành cho độc giả.<br/><br/>Xuất bản năm 2016 và giành giải Akutagawa, một trong những giải văn chương cao quý của Nhật, câu chuyện của Cô nàng cửa hàng tiện ích vẫn còn tính thời sự trong xã hội đương đại ở nhiều quốc gia. <br/><br/>Đi ngược với mong đợi của xã hội là đáng lên án, hay miễn sao ta thấy thoải mái với lựa chọn của mình? Độc giả sẽ có câu trả lời cho riêng mình khi tìm hiểu câu chuyện của Furukura, một cá thể của ""giống người cửa hàng tiện lợi"" theo đúng tựa gốc Konbini Ningen, mà cả bản dịch tiếng Anh (Convenience Store Woman) và Việt đều không chuyển tải được ngụ ý này của tác giả.",,,1,0
51996717,Những người đẹp say ngủ,Yasunari Kawabata,"Kawabata, Yasunari",Uyên Thiểm,"=""6045355148""","=""9786045355145""",4,3.61,Nxb. Hội Nhà Văn & Nhã Nam,Paperback,146,2019,1961,2019/08/05,2019/07/22,,,read,,,,1,0
51344439,Một chuyện đời,Shōgo Satō,"Satō, Shōgo",Đỗ Nguyên,"=""6045541693""","=""9786045541692""",4,3.38,"NXB Hà Nội, Nhã Nam",Paperback,448,2019,2009,2019/12/22,2019/12/09,,,read,"Nếu đời ta là một hòn đá đang lăn, chỉ cần va phải một chướng ngại nhỏ nhất cũng có thể đổi hướng, và ta không biết tiếp theo sẽ là gì. Cuộc đời của Michiru trong Một chuyện đời cũng đã rẽ sang một hướng khác theo cái cách bất ngờ như thế, từ một giây phút bốc đồng, bỏ tất cả mọi thứ để rời vùng quê ven biển lên Tokyo để làm “Tuesday” cho một người đàn ông đã có vợ.<br/><br/>Mình đã rất ngỡ ngàng khi đọc được vài chục trang mới nhìn ra bìa 4 và thấy xếp loại quyển này là trinh thám. Một tác phẩm trinh thám kỳ lạ. Nó chỉ là những lời kể tỉ tê, từ tốn, chậm rãi với những từ phỏng đoán thiếu chắc chắn về độ chính xác của thông tin. Vậy nhưng nó lại cuốn hút. Ta kiên nhẫn một cách kỳ lạ ngồi nghe Katsuki kể lại “một chuyện đời” của vợ mình - nhân vật nữ chính. Và trong cái nhẹ nhàng như ru ngủ đó, án mạng đầu tiên xảy ra và cứ thế, những cái chết lại tiếp nối, được kể bằng cái giọng thuật lại, trích lời, ráo hoảnh như không. Đến mức mà nếu đọc trong đêm vắng, hẳn sẽ đôi lúc lạnh người.<br/><br/>Cái lối kể chuyện cuốn hút và giọng văn có chỗ khiến mình nghĩ đến Higashino Keigo. Mình mua vì bìa đẹp và cái tựa “nên thơ”, không ngờ vô tình lại được một quyển sách hay, đọc vèo 3 đêm là hết.",,,1,0
42758248,"Sợi Dây Thừng Nghiệt Ngã (Gibson Vaughn, #1)",Matthew FitzSimmons,"FitzSimmons, Matthew",Trần Trọng Hải Minh,"=""6045994523""","=""9786045994528""",4,4.18,NXB Lao Động,Paperback,544,2018,2015,2020/02/13,2020/02/01,,,read,"Sợi dây thừng nghiệt ngã là một câu chuyện như phim Hollywood. Ta có một vụ bắt cóc liên quan đến chính trị gia, có FBI và tin tặc, có bắt giữ, truy đuổi và những màn đấu súng, có tranh cử tổng thống và những tổ chức bí mật. <br/><br/>Gibson Vaughn, cựu quân nhân thuỷ quân lục chiến hoia kỳ và là một hacker huyền thoại, được mời tham gia tìm kiếm Suzanne Lombard vào dịp “kỷ niệm” 10 năm của vụ bắt cóc bí ẩn. Suzanne khi mất tích là con gái tuổi teen của thượng nghị sĩ Benjamin Lombard, giờ đây sau 10 năm, Lombard đã là phó tổng thống, đang chạy đua vào Nhà Trắng. <br/><br/>Như một bộ phim hành động đúng nghĩa, sau phần giới thiệu nhân vật và Gibson “lập team"" là hành trình giải mã bí ẩn, khi Gibson dùng cả kỹ năng trong quân ngũ lẫn tài nghệ máy tính của mình để tìm Suzanne, người mà anh đã cùng lớn lên thuở ấu thơ. <br/><br/>Tiểu thuyết trinh thám với mạch truyện nhanh vừa phải, các tình tiết bện lại như từng sợi nhỏ làm nên dây thừng, và khi bóc tách ra thì thứ còn lại là sự thật đáng sợ. Những cuộc đối đầu - đấu trí và đấu súng - đều rất hấp dẫn. Bí mật lớn nhất dù được hé lộ sớm nhưng không làm câu chuyện trở nên chóng vánh.",,,1,0
51138374,Lưỡng Giới,Jeffrey Eugenides,"Eugenides, Jeffrey",Zét Nguyễn,"=""""","=""""",4,4.04,Phương Nam Books & NXB Phụ Nữ,Paperback,640,2019,2002,2019/09/18,2019/08/22,,,read,"Phải nói ngay mình mua và đọc Lưỡng giới ngay vì sách là do chị Zét Nguyễn, tức chủ trang Bên phía nhà Z, dịch. Không rõ vì sao mình biết trang này nhưng nhờ đọc nó mà mình đã thử review nghiêm túc mỗi quyển sách mình đọc và tìm được đến với bookstagram. <br/><br/>Chị Zét dịch rất duyên quyển này, vốn tác giả cũng viết bằng lối hài hước, tự giễu. Tuy nhiên phải nói tác giả…nói nhiều quá, quyển sách đồ sộ mà đặc kín cả chữ, có rất nhiều đoạn mình phải lướt. Một điều nữa là sách siêu to khổng lồ nên rốt cuộc mình chuyển sang đọc bản tiếng Anh trên Kindle gần như 70%. Dĩ nhiên tiện lợi hơn và đọc nhanh hơn, nhưng không có phần cước chú vô cùng chi tiết của người dịch như trong bản tiếng Việt.<br/><br/>Lưỡng giới là câu chuyện về nhân vật chính Cal Stephanides, người bị lời nguyền của một đột biến gen đã truyền qua ba đời của gia đình gốc Hy Lạp, khiến cho anh bị thiếu enzyme 5-alpha-reductase. Hậu quả của nó là gì? Xét về gene, Cal là nam, nhưng cơ quan sinh dục và các đặc trưng giới tính lại là nữ. <br/><br/>“Tôi sinh ra hai lần: lần đầu, là bé gái (…) rồi lần nữa, là thằng nhóc thiếu niên”. Cal được nuôi dưỡng như một bé gái, và quả thực đã là một bé gái xinh xắn, cho đến khi 14 tuổi, khi Cal cảm thấy khác biệt bởi mình không có những thứ mà bé gái nào vào tuổi dậy thì cũng có. Cal đã khám phá ra những bất thường đó như thế nào, những rung động đầu đời diễn ra ra sao, và với ai. Người “được sinh ra hai lần” đó đã đối diện với định mệnh dành cho giới tính của mình như thế nào, và đã sống tiếp quãng đời còn lại ra sao?<br/><br/>Những chi tiết mà ai cũng muốn biết đó không được kể ngay theo trình tự thời gian. Phần đầu của sách kể chuyện đời ông bà của Cal, khi bắt đầu di cư sang Mỹ vào năm 1922, an cư lạp nghiệp rồi mới có ông bô bà bô của anh, và có anh. Phần đầu là câu chuyện về giấc mơ Mỹ - American Dream - những người di cư đã trải qua khó khăn thế nào để có thể bắt đầu cuộc sống mới ở Mỹ, thành công và các thế thệ sau này tiếp nối, trở thành công dân Mỹ. <br/><br/>Toàn bộ quyển sách là những đan xen giữa hồi tưởng quá khứ và hiện tại của Cal trưởng thành - một nam nhân viên Bộ Ngoại giao Hoa Kỳ  41 tuổi được bố trí làm việc ở Đức. Nhân vật chính kể chuyện của ông bà mình, rồi “ông bô bà bô tôi” đã đời rồi mới đến chuyện của chính mình.  <br/><br/>Phải đến tận quyển 4, sau trên 480 trang, mới đến phần Cal khám phá ra định mệnh của mình và bắt đầu chuyển từ cô bé sang chàng thanh niên. Cho nên dù rất sốt ruột nhưng đến phần cuối mình thấy rất thú vị, nhất là khi các câu hỏi mình luôn thắc mắc đã được giải đáp. Lưỡng giới được viết thú vị và lôi cuốn đến mức mình tưởng đây là tự truyện của tác giả luôn chứ không phải là tiểu thuyết hư cấu. Tóm lại dù dài và dày, có chỗ đọc lướt, nhưng quyển này với mình rất đáng đọc. ",,,1,0
51047874,Côn Trùng Ký Của Fabre,Jean-Henri Fabre,"Fabre, Jean-Henri",An Lạc Group,"=""6045661877""","=""9786045661871""",3,4.14,"NXB Phụ Nữ, Huy Hoàng",Paperback,252,2019,1998,2019/12/22,2019/11/26,,,read,"Thuở nhỏ nếu từng lớn lên ở quê, biết đi chân đất là gì và chẳng xa lạ gì với vườn cây ruộng đồng, hẳn chúng ta đã từng say mê nhìn ngắm côn trùng, tìm hiểu và khám phá đời sống của chúng. <br/>Jean Henri Fabre cũng đã có thời thơ ấu như thế. Và từ những ngày say mê quan sát tìm hiểu về côn trùng, ông đã trở thành một nhà côn trùng học. Trong Côn trùng ký, quyển sách nổi tiếng nhất của mình, Fabre không chỉ giúp người đọc nhớ về thời chăm chú quan sát kiến bò, bướm bay trong vườn, mà còn cung cấp thêm nhiều kiến thức mới lạ về côn trùng. <br/><br/>Chúng ta cứ nghĩ đom đóm là loài hiền lành, chỉ biết phát sáng chứ chẳng làm hại ai, nhưng hãy xem Fabre viết trong sách: ""Tuy mang ngoại hình hiền lành đáng yêu, nhưng đom đóm lại là kẻ ăn thịt thứ thiệt, là thợ săn trong cuộc chơi; và nó đi săn một cách hung ác hiếm có"". Mình sẽ dành phần đom đóm ăn gì, và tấn công con mồi như thế nào cho các bạn đọc sách.<br/><br/>Côn trùng ký in ấn rất đẹp, có hình minh họa. Với những dạng sách này, mình thường không đọc hết một lèo, mà để đó nhẩn nha. Hoặc khi giữa dòng đời tấp nập, bất chợt nghĩ đến ong, châu chấu, hay một loài côn trùng nào đó, mình sẽ về giở sách ra xem và nạp thêm kiến thức mới.",,,1,0
50898659,Baba Yaga - Người Đón Linh Hồn,Sophie   Anderson,"Anderson, Sophie",Phi Yên,"=""""","=""""",3,4.09,Huy Hoang Bookstore,Paperback,348,2019,2018,2019/10/22,2019/10/14,,,read,"Chuyện về yaga, những người gác cổng linh hồn, dẫn đường cho người chết, đưa họ về thế giới bên kia, khiến mình nghĩ đến phim hoạt hình Coco. Và câu chuyện “ngôi nhà chân gà” này cũng có đầy đủ các yếu tố để chuyển thể thành phim hoạt hình mà gần như không phải biên kịch gì thêm.<br/><br/>Cô bé 12 tuổi Miranka được đào tạo để trở thành một Yaga như bà ngoại của mình, nhưng cô lại không thích điều đó mà khao khát thế giới của người sống. Miranka không bằng lòng với việc làm quen với ai đó chỉ một đêm - cái đêm mà họ sẽ được ngoại của cô dắt qua cánh cửa, vào cõi vĩnh hằng - mà muốn có những người bạn thật sự, bền lâu.<br/><br/>Điều đó là không thể vì định mệnh đã buộc cô phải thành yaga, và chưa kể ngôi nhà Miranka sống với ngoại là một cái chân gà, cứ nay chỗ này mai lại “chạy” đi chỗ khác, làm sao mà có bạn bè được.<br/><br/>Ngoại khuyên Miranka phải chấp nhận định mệnh của mình và đừng bao giờ đi quá xa, ở quá lâu trong thế giới bên ngoài. Nhưng dĩ nhiên cô bé đâu có thèm nghe, vẫn làm theo ý mình, và từ đó là bi kịch xảy ra, câu chuyện đến cao trào, có thêm tình tiết mới, vui vẻ, buồn đau, hối hận, căm ghét, cảm động … đầy đủ cả.<br/><br/>Hoàn hảo cho một câu chuyện thiếu nhi và chuẩn như một bộ phim hoạt hình: một nhân vật chính nhỏ tuổi chống lại những gì sắp đặt sẵn để khám phá bản thân mình, dấn thân vào một cuộc phiêu lưu, mang đến cả niềm vui lẫn nước mắt. Sách in ấn đẹp, dễ đọc, có điều quá tuổi với mình thôi.",,,1,0
50861763,Đừng chết ở Ả Rập Xê Út,Nghiêm Hương,"Hương, Nghiêm",,"=""""","=""""",2,3.88,NXB Thế Giới,Paperback,196,2019,,2019/11/01,2019/11/01,,,read,"Tình cờ hôm nay đầu tháng, mình dù không định trước nhưng đã làm một chuyện trước nay chưa làm: mua, đọc, và review một quyển sách trong cùng một ngày!<br/><br/>Mình vốn từ lâu không thích đọc dạng tự truyện như thế này nữa, nhưng quyển này thấy anh đồng nghiệp khen lấy khen để, hôm nay buồn buồn lên tiki thấy giá giảm thì mua xem sao. Sách có 195 trang mà 100k. Vì mỏng nên đọc véo xong hết luôn và rất có hứng review...chê.<br/><br/>“Đừng chết ở Ả rập Xê út” (giống Đừng chết ở châu Phi của Huyền Chip ghê) là câu chuyện kể lại gần 300 ngày tác giả đến Saudi Arabia “xuất khẩu lao động”, những tưởng sẽ được làm đầu bếp ai ngờ phải làm như nô lệ, dọn dẹp nhà cửa, phục dịch ông bà chủ và các cậu ấm cô chiêu xứ Ả Rập.<br/><br/>Tác giả viết ở bìa gấp, quyển sách được viết ra để “giải tỏa nỗi ám ảnh về những phận người nô lệ dưới mác đi xuất khẩu lao động” và “dành tặng những chị em đang đứng trước sự lựa chọn: đi hay không đi bán sức lao động ở xứ người?”. Tình cờ làm sao khi đọc quyển này vào thời điểm #39bodies ở Anh. Chuyến đi đến xứ Ả rập thật sự là cơn ác mộng của tác giả, nó trái với mọi hình dung của cô trước khi lên đường. Tác giả trải qua ba đời chủ, ở mỗi nhà là những cay đắng khác nhau.<br/><br/>""Chỉ cách đây 48 giờ tôi vẫn đang ở một nơi nắng ấm tràn đầy. Tôi ước gì ngoài kia là tiếng còi của những dòng xe kẹt bất tận, không phải là sự im lặng nghẹt thở như thế này. Điện thoại không có SIM, không mạng, không ai biết tôi ở đâu, đang làm gì (...) Làm việc có lẽ là cách tốt nhất để tôi không bị hoảng sợ"". ""(Cả Karen và Shaira) đều ra đi từ một xóm nghèo, nghèo đến kiệt cùng ở Manila. Họ đi để chạy trốn cuộc sống cùng cực dưới đáy xã hội với quyết tâm đổi đời cho con cái của họ""<br/><br/>Nhưng có một vấn đề khiến mình không đọc những quyển như thế này, cũng như những bài phóng sự nhập vai trên báo. Nếu có cũng là đọc với lòng hoài nghi to tướng: có thật là như thế không? Những bài báo nhập vai, chẳng hạn phóng viên đi chạy Grab, đi bán vé số, luôn kể lại ngay ngày đầu tiên đã có đầy ắp sự kiện, những chuyện éo le, không tin được.<br/><br/>Hoặc trong những bài đó phóng viên sẽ luôn gặp được quý nhân, hay người cần gặp, hay những câu chuyện rất đỗi “tình cờ”. Trong những quyển “người thật việc thật” như thế này cũng thế, có rất nhiều chi tiết too awful to be true, hoặc too good to be true, hoặc tất cả những thứ tình cờ mà nghe sao không tình cờ.<br/><br/>½ quyển này mình đọc thấy ổn - dù là với tâm thế một người đọc hoài nghi, càng về sao thì mình lại càng thấy câu chuyện khó tin và bắt đầu đọc lướt. Quyển này một lần nữa củng cố quan điểm không đọc chuyện đời tự kể mà in thành sách như thế này của mình.",,,1,0
